Title,Genre,Rating,Votes,Duration (Minutes)
One Fast Move,Action,5.0,2200,108
Angels Fallen: Warriors of Peace,Action,4.9,5800,103
The Last Kumite,Action,4.6,2300,105
Murder Company,Action,3.7,1500,86
Panda Plan,Action,5.1,1100,99
Karma,Action,8.1,1400,167
Bougainvillea,Action,6.4,3000,138
Golden Kamuy,Action,6.3,2500,127
Cloud,Action,6.3,891,123
Pani,Action,6.9,2800,143
Utopia,Action,3.7,337,91
Latency,Action,4.2,1700,94
The Thundermans Return,Action,5.0,1800,70
Death Whisperer 2,Action,6.4,1300,110
Dan Da Dan: First Encounter,Action,8.2,2600,83
Everybody Loves Jenifa,Action,8.4,77,135
Justice League: Crisis on Infinite Earths - Part Two,Action,5.5,5200,94
Sucha Soorma,Action,6.5,907,136
Freedom,Action,5.9,1300,110
WWII: Operation Phoenix,Action,6.7,62,106
Anaconda,Action,4.9,600,84
The Family Star,Action,5.4,5400,159
My Fathers' Daughter,Action,6.6,71,78
Die Hart 2: Die Harter,Action,4.3,5400,92
Life After Fighting,Action,6.4,1900,126
Hanu Man,Action,7.7,29000,158
Ferry 2,Action,5.6,3700,94
Wynonna Earp: Vengeance,Action,5.6,1500,96
Fight Another Day,Action,5.1,324,97
Wanted Man,Action,4.8,2500,85
Hijack 1971,Action,6.8,3200,100
Terminator: Skynet Rising,Action,6.8,258,88
The Greatest of All Time,Action,5.7,22000,183
Alien: Rubicon,Action,2.4,327,86
Zero,Action,6.1,38,88
Saripodhaa Sanivaaram,Action,7.0,8800,166
The Clean Up Crew,Action,4.1,1100,95
Sixty Minutes,Action,5.7,5100,88
Escape,Action,6.4,1900,94
Razakar: The Silent Genocide of Hyderabad,Action,7.4,5300,166
Outlaw,Action,5.2,902,82
Viduthalai Part 2,Action,8.0,15000,170
Revolver,Action,5.4,818,114
Snow White and the Seven Samurai,Action,3.2,263,88
The Ballad of Davy Crockett,Action,4.6,244,96
The Hangman,Action,3.3,985,92
Savi,Action,6.2,35000,126
Agni,Action,7.3,15000,122
Spiders on a Plane,Action,5.7,360,78
"Love, Courage and the Battle of Bushy Run",Action,5.0,171,113
A Legend,Action,4.7,854,129
Kanguva,Action,4.5,14000,152
Baby Invasion,Action,5.6,60,80
Handsome Guys,Action,6.5,747,101
72 Hours,Action,4.1,279,87
Cells at Work!,Action,6.8,166,109
The Slave and the Sorcerer,Action,6.7,37,86
Heart of the Hunter,Action,4.7,2100,105
Bagheera,Action,6.7,7300,158
Chandu Champion,Action,7.8,34000,142
The Last Front,Action,5.5,596,98
London Calling,Action,7.5,17,109
The Lockdown,Action,4.3,594,117
Vettaiyan,Action,7.0,39000,163
Cassino in Ischia,Action,4.4,229,113
Vedaa,Action,6.0,4200,145
40 Acres,Action,6.4,99,113
Overlord: The Sacred Kingdom,Action,7.0,698,135
Nice Girls,Action,4.2,1200,92
Roadkill,Action,3.6,672,90
Crosspoint,Action,7.4,22,100
A.R.M,Action,7.1,8500,150
Don't Mess with Grandma,Action,6.1,143,81
GTMax,Action,5.0,1200,100
Invasion,Action,4.8,664,91
Get Fast,Action,3.6,434,88
Big Rage,Action,3.6,149,115
Mura,Action,7.3,6200,129
Alangu,Action,8.3,1100,131
12 to Midnight,Action,3.6,274,96
Non Negotiable,Action,5.4,1200,87
War of the Worlds: Extinction,Action,3.0,172,84
Mission: Cross,Action,6.1,2500,105
How to Rob a Bank,Action,6.6,4100,88
Cesium Fallout,Action,6.7,407,136
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,Action,8.2,649,174
The Last Ronin,Action,4.9,224,121
Toofan,Action,7.1,6100,145
12 Gaun,Action,6.3,862,147
Continental Split,Action,3.5,532,88
Black Heat,Action,8.3,32,93
Guntur Kaaram,Action,5.4,25000,159
Devil's Knight,Action,5.4,774,90
Thangalaan,Action,6.6,6500,156
The Twisters,Action,2.5,314,86
Bade Miyan Chote Miyan,Action,3.8,39000,163
Bionic,Action,4.3,1700,110
Yolo,Action,6.9,3600,129
High Forces,Action,5.8,500,119
School of Magical Animals 3,Action,5.9,295,105
The Last of Us: Immunity,Action,6.3,13,64
Kingdom 4: Return of the Great General,Action,7.1,1200,145
Bachhala Malli,Action,8.3,3900,140
Crakk: Jeetega... Toh Jiyegaa,Action,4.7,6500,154
UI,Action,6.9,5600,135
Escape from the 21st Century,Action,6.5,809,98
Taken from Rio Bravo,Action,3.0,307,80
Sector 17,Action,7.4,1300,146
Diabel,Action,5.1,199,108
Art of Eight Limbs,Action,4.0,303,101
Eye for an Eye 2,Action,6.5,478,90
The Charisma Killers,Action,5.9,521,101
Pimpinero: Blood and Oil,Action,5.6,537,121
Yodha,Action,5.7,8800,130
Ryan's World the Movie: Titan Universe Adventure,Action,1.8,636,80
Je Jatt Vigarh Gya,Action,5.7,814,132
Blade of Fury,Action,6.1,111,90
Ka Whawhai Tonu,Action,7.4,169,115
The Friendly,Action,8.1,15,101
Dange,Action,5.4,786,154
The Firefighters,Action,5.8,145,106
Alienoid: The Return to the Future,Action,6.5,2500,122
Hunting with Tigers,Action,5.6,505,109
Paradise,Action,6.9,77,83
Devaki Nandana Vasudeva,Action,8.9,2700,128
Deaner '89,Action,5.9,413,90
Hellhound,Action,4.3,486,103
Bloodline,Action,9.2,46,80
Auron Mein Kahan Dum Tha,Action,6.6,40000,150
Shark Warning,Action,3.4,247,94
Jathara,Action,8.0,1000,129
Nothing Even Matters,Action,5.4,71,90
Snatched,Action,4.9,206,101
No Time to Spy: A Loud House Movie,Action,6.4,434,81
Memes & Nightmares,Action,5.8,73,81
Operation Undead,Action,4.6,348,110
Fyre Rises,Action,6.5,321,110
Witch Hunter,Action,5.1,21,80
Mr. Bachchan,Action,3.6,5200,150
Bureau 749,Action,4.1,501,123
Martin,Action,2.3,36000,147
Ayalaan,Action,6.0,4000,155
Rajakili,Action,8.2,547,122
Crisis Negotiators,Action,6.7,691,120
Yudhra,Action,5.0,13000,142
Baby Assassins: Nice Days,Action,7.3,268,103
Bangkok Dog,Action,6.4,94,85
Sorgavaasal,Action,6.6,1300,138
The Actor,Action,3.3,722,128
Tillu Square,Action,6.6,3400,137
Mummy Shark,Action,2.0,166,66
Eagle,Action,5.9,4900,159
Orang Ikan,Action,6.5,31,83
Zebra,Action,8.0,3200,164
S.T.A.L.K.E.R.: Shadow of the Zone,Action,5.2,447,72
Customs Frontline,Action,5.4,459,115
Rogue Elements: A Ryan Drake Story,Action,4.9,913,44
The Kingdom,Action,7.9,85,133
Pottel,Action,8.3,2700,148
Lady Scorpions,Action,3.6,361,101
Fighting the Fire,Action,8.6,1700,115
Ballistic,Action,2.3,161,95
(Pri)sons,Action,5.1,250,100
Xiong Shi Shao Nian 2,Action,7.5,184,134
Rendel: Cycle of Revenge,Action,3.6,241,99
Mobile Suit Gundam SEED Freedom,Action,6.6,923,124
Gandhi 3,Action,5.5,230,143
Conquer: Lahad Datu,Action,6.7,494,120
Siren,Action,6.4,2900,154
Raqa,Action,6.5,58,107
Garudan,Action,7.1,3300,133
Road Wars: Max Fury,Action,2.0,349,83
Clone Cops,Action,8.1,185,96
Reloaded 2,Action,8.0,1000,45
Barroz: Guardian of Treasures,Action,3.5,941,155
Kuang Bao Ju Xi,Action,6.2,66,75
Baki Hanma VS Kengan Ashura,Action,5.7,1900,62
Abudeka Is Back,Action,5.3,28,120
Rode College,Action,6.6,421,168
Buddy,Action,3.8,339,137
Ape X Mecha Ape: New World Order,Action,2.7,128,87
Kahar: Kapla High Council,Action,7.0,442,102
Aserb: The Squadron,Action,5.2,298,120
Bangkok Breaking: Heaven and Hell,Action,5.8,652,146
Kamen Rider 555 20th: Paradise Regained,Action,5.9,141,65
Bonus Trip,Action,4.5,217,113
Stranded Pearl,Action,6.0,27,90
Turbo,Action,5.9,3500,155
Exorcism Chronicles: The Beginning,Action,7.0,64,85
Ghosts of Red Ridge,Action,3.3,145,81
Desperado,Action,5.9,139,100
Drive,Action,5.6,311,90
The Mick and the Trick,Action,5.0,75,96
Love You to Debt,Action,6.2,747,135
Mission: Chapter 1,Action,5.9,1700,144
Bhaiyya Ji,Action,4.8,7300,150
Premalo,Action,7.3,1100,128
Sheriff,Action,6.9,1100,133
Kill Craft,Action,2.3,361,99
Mechanic Rocky,Action,6.5,3400,156
Anchakkallakokkan,Action,6.6,1000,126
The Miranda Brothers,Action,4.4,187,99
Operation Valentine,Action,5.3,1400,133
Prepare to Die,Action,4.6,228,93
Naam,Action,6.4,274,136
Sayen: The Huntress,Action,4.4,250,88
Neon Fear,Action,6.1,387,40
Ship of the Damned,Action,2.8,293,88
Rang De Basanti,Action,8.8,144,174
The Infallibles,Action,4.8,745,99
Oru Anveshanathinte Thudakkam,Action,7.1,830,181
Captain Miller,Action,6.5,8600,157
Spirit Riser,Action,6.7,33,98
Camp Blood: Clown Shark,Action,3.3,82,70
Bhaje Vaayu Vegam,Action,6.1,542,136
Kung Fu Games,Action,3.3,373,98
Hrashwo Deergha,Action,7.9,79,150
Troubleshooters,Action,6.7,401,110
Sasan,Action,8.5,63,155
Bidurbhai,Action,9.2,375,148
Ruslaan,Action,3.3,1200,120
Samandar,Action,7.6,136,172
Sentimentaaal,Action,5.8,971,135
The Grey Men,Action,6.5,69,97
Losing Lerato 2,Action,9.1,31,96
Mother Mafia,Action,3.3,47,80
Sabari,Action,8.4,5400,129
Ghost Killer,Action,7.2,58,105
They Call Her Death,Action,6.2,22,92
Pusaka,Action,6.4,31,90
Yuva,Action,5.8,834,153
Saindhav,Action,5.0,1600,138
Angel of the Warrior,Action,8.5,132,90
Breaking and Re-entering,Action,5.8,432,109
Cholo Zombies,Action,4.7,101,96
Bandaa Singh Chaudhary,Action,6.3,5200,113
Taklee Genesis x Worlds Collide,Action,5.5,382,146
Hunt the Wicked,Action,5.3,106,102
Buying Time,Action,7.0,258,84
The Burden of Nine Lives,Action,4.8,100,116
The Circuit 4: Faith Fighter,Action,4.4,87,90
The Traveller,Action,5.3,199,134
KA,Action,7.2,1500,151
Six jours,Action,6.3,96,95
Bull Shark 2,Action,2.9,151,75
Where Is Gilgamesh?,Action,9.0,603,90
Game On,Action,5.3,2300,140
Matka,Action,4.7,572,156
Mazhai Pidikatha Manithan,Action,4.5,416,133
The Bouncer,Action,4.2,81,78
Touchdown,Action,6.8,13,78
Gold Raiders,Action,2.0,179,88
Captain Avispa,Action,5.8,172,96
September Babies,Action,6.3,282,94
Alien Country,Action,4.4,349,96
Bad Boyz,Action,4.6,605,150
Pranaya Godari,Action,7.8,2400,148
Mercy Killing,Action,8.7,2700,131
The Alexandrian,Action,3.9,248,104
Bohurupi,Action,8.3,1400,155
Nu Huo 12 Xiao Shi,Action,6.0,44,86
American Underdog,Action,8.8,23,89
First Nights at Freddy's,Action,9.3,14,98
Gone with the Dead,Action,5.1,39,96
Bastar: The Naxal Story,Action,6.4,3300,124
Bhairadevi,Action,8.8,43,134
Citizen of a Kind,Action,6.7,769,114
Texas Twister,Action,2.5,157,88
Appudo Ippudo Eppudo,Action,4.7,227,120
Kiyma: Orman Kanunlari,Action,4.3,34,81
Thiragabadara Saami,Action,6.5,95,115
Sons of Rizk 3,Action,6.7,1600,125
Tòkunbò,Action,3.9,289,113
Dragon Ball Z Kai,Action,8.4,65,82
Kizumonogatari: Koyomi Vamp,Action,6.9,79,144
Purushothamudu,Action,4.9,2200,120
Election,Action,5.9,807,120
The Desperate Chase,Action,5.5,50,110
Joachim and the Apocalypse,Action,7.2,12,90
Ajay Gadu,Action,7.3,1000,108
Correr para Vivir,Action,7.0,193,97
The Evil Three,Action,7.2,853,30
Sous écrous,Action,5.3,33,111
The Plot,Action,4.8,360,100
The Last Chainsaw Massacre,Action,4.0,38,75
Checkmate,Action,4.3,380,104
Anthima Theerpu,Action,8.1,1500,133
In Tenebras: Into the Darkness,Action,3.2,171,90
Mathu Vadalara 2,Action,7.0,1600,139
Artist Unknown,Action,9.2,11,82
Guy Manley: Super Spy,Action,4.5,115,92
24 Hours to D-Day,Action,4.8,34,83
I Heart Robots,Action,4.6,2300,76
The Moon Thieves,Action,6.2,223,108
Major Grom: The Game,Action,6.1,1800,168
Stuntman,Action,7.0,134,114
Hit List,Action,5.5,309,125
Dirty Money,Action,5.7,107,100
Por,Action,5.0,606,154
Virunnu,Action,7.9,875,125
Dünya Mali: Eksi Bir,Action,7.2,15,133
Sikaar,Action,8.3,675,150
Neo-Dome,Action,6.6,16,15
Türkler Çildirmis Olmali 2: Mavi Vatan,Action,2.2,152,100
Permafrost,Action,5.7,112,80
Polar,Action,4.4,28,76
Death Game,Action,6.3,24,88
Dark Fusion,Action,8.5,233,90
Go for Broke,Action,5.7,267,115
Saint Young Men: Holy Men vs Demon Army,Action,3.0,13,93
Mutant,Action,4.5,58,90
Tariq,Action,6.9,15,122
Anunnakiler,Action,2.6,426,76
Rob N Roll,Action,6.1,1400,98
Deadzone,Action,4.2,33,80
Young Lion of the West,Action,8.1,105,93
Komandir,Action,6.3,513,131
Petta Rap,Action,4.2,1700,123
Saala,Action,5.9,1100,130
Dangerous Boys 2,Action,5.7,8,115
Kondal,Action,5.4,761,147
Honeko Akabane's Bodyguards,Action,5.9,35,117
UmroAyyar - A New Beginning,Action,6.9,669,135
Mahadev Ka Gorakhpur,Action,7.8,367,131
Naag Bhoomi,Action,5.7,7,130
Iddaru,Action,9.2,294,148
The Epidemic,Action,5.8,69,95
Chasing Raine,Action,2.3,186,101
Ameena,Action,6.3,18,107
Bonnie,Action,7.4,32,120
Joshua: Imai Pol Kaka,Action,4.5,583,130
Black Storm,Action,6.6,65,97
Average Student Nani,Action,8.1,2200,138
Star Abyss,Action,3.8,241,86
Shark Island,Action,4.0,114,81
Next to Us,Action,4.9,220,125
Die Chaosschwestern und Pinguin Paul,Action,5.7,66,100
The Wild Blade of Strangers,Action,6.6,106,102
The Experts,Action,6.2,259,121
Jithender Reddy,Action,9.5,2300,136
Breaking Tradition,Action,7.3,21,87
The Omicron Killer,Action,2.9,594,98
Death Bitch,Action,7.5,19,88
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,Action,6.8,25,71
London Gangsters,Action,4.3,11,104
6 Hours Away,Action,3.9,239,93
Mongol,Action,8.7,88,155
South Side Hero,Action,5.6,35,92
Formed Police Unit,Action,4.6,472,120
Yakuza Girl,Action,2.3,65,82
Chaari 111,Action,4.8,255,130
Surrender,Action,7.8,15,149
Warning 2,Action,7.1,879,125
Spider-Man: Final Swing,Action,8.4,10,153
The Drunken Prodigy,Action,5.6,13,107
Fuuto PI: Portrait of Kamen Rider Skull,Action,7.5,30,82
The Captives,Action,3.5,65,73
Rathnam,Action,5.4,3700,155
Kamen Rider Gotchard: The Future Daybreak,Action,8.0,66,63
Inkabi,Action,4.7,77,101
Double Ismart,Action,2.9,2100,156
Iron Fighter,Action,3.6,59,80
Raanti,Action,6.5,1100,115
Lisabi: The Uprising,Action,6.4,121,107
Jorge da Capadócia,Action,6.4,128,119
Hell City,Action,9.1,26,90
Gam Gam Ganesha,Action,5.3,307,140
Onsen shâku,Action,6.4,9,70
Brattt,Action,4.7,66,117
Rocky and Bullwinkle,Action,9.7,11,100
Nasha Jurm Aur Gangsters,Action,7.0,2400,137
The Vampire and the Vigilante,Action,3.8,47,75
What Happens in Miami,Action,4.3,218,90
Lie Zhan,Action,6.9,66,93
Shu Si Yi Bo,Action,6.6,32,91
Bheema,Action,5.8,947,148
Haraa,Action,5.5,2900,136
Hain,Action,2.9,45,95
Shekko,Action,6.0,533,120
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,Action,6.8,14,90
Karma,Action,4.5,17,111
Viswam,Action,4.3,628,155
Marni: The Story of Wewe Gombel,Action,5.9,199,119
GATAO: Like Father Like Son,Action,6.8,65,100
Thankamani,Action,4.6,229,156
Runner,Action,5.7,46,90
Harom Hara,Action,7.7,3000,154
Lal Salaam,Action,4.4,1300,150
Sacrum Vindictae II,Action,4.8,12,114
Naa Saami Ranga,Action,4.5,1200,150
Hiranya,Action,6.3,13,138
Gangs of Godavari,Action,5.0,899,165
"Silex and the City, le film",Action,4.9,47,77
Appu,Action,8.6,181,92
Heavens: The Boy and His Robot,Action,6.3,21,98
Hide and Seek,Action,8.2,54,130
The Worlds Divide,Action,8.0,36,120
Usha Parinayam,Action,9.0,2100,144
Dr. Jason II - Lights & Shadows,Action,5.3,284,62
Uninvited,Action,6.7,70,93
Kill the Children first,Action,7.8,25,106
The Heist,Action,6.9,2000,120
Surge of Power: Where There's Smoke,Action,7.3,12,68
Mega Twister,Action,2.5,49,75
The Escapee 3: The Final Escape,Action,2.7,63,83
Itutumba ka ng tatay ko,Action,5.7,29,109
Killer Ex,Action,3.9,52,94
Rebel,Action,3.2,64,100
Genis Aile 4: Cevahir & Ulvi,Action,6.9,53,90
Love You as the World Ends Final,Action,6.5,36,115
Agastya - Chapter 1,Action,6.9,578,168
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,Action,7.5,80,75
Cândido,Action,6.3,58,99
Midas,Action,4.6,332,85
The Day Everything Changed,Action,7.9,77,97
Sunfall,Action,2.5,23,74
Kali,Action,5.1,405,96
Malaikottai Vaaliban,Action,6.0,4100,156
Malayalee from India,Action,5.6,5000,160
Pariah Volume 1: Every Street Dog Has a Name,Action,6.9,383,138
Yao Shen Ling,Action,6.7,66,93
Ame no naka no yokujô,Action,6.0,66,132
Weapon,Action,5.5,5500,120
Rock 'n' Roll Ringo,Action,6.4,52,101
Fights Break Sphere 3,Action,4.7,8,81
Kamen Rider Geats: Jyamato Awaking,Action,7.9,69,54
Aho Vikramaarka,Action,7.4,53,136
Second Life,Action,6.9,40,105
Gravediggers,Action,6.6,26,91
Zénithal,Action,5.3,70,80
Sarangadhariya,Action,8.6,3100,150
The Very Last Christmas,Action,8.5,11,75
Usire Usire,Action,7.5,1100,151
Thundu,Action,5.0,900,125
Hitler,Action,5.2,302,128
The Bodyguard,Action,6.6,27,87
Panjab Files,Action,7.9,17,117
Red vs. Blue: Restoration,Action,5.6,135,85
Vorovka,Action,4.9,48,90
Marine Drive,Action,9.5,49,105
Holy Punch,Action,5.2,37,98
Telekinesis,Action,5.9,59,106
Charlotte Link - Ohne Schuld,Action,5.5,41,89
Kade,Action,6.5,15,92
Jigar,Action,7.1,18,122
Chinatown Chacha,Action,5.1,55,103
Roxana,Action,4.0,63,98
Max Beyond,Action,6.6,17,93
Mirg,Action,6.3,35,83
Speed 220,Action,6.8,1000,114
Achilles Curse and the Curse of Treasure,Action,7.4,24,125
Athhoi,Action,8.0,133,158
Krishnamma,Action,6.2,362,138
Hakkenden,Action,5.8,71,149
The Bottom Line,Action,7.0,10,107
Halloween: Mal Eterno,Action,8.3,223,50
Purushothamudu,Action,7.7,12,120
Tokusou Sentai Dekaranger 20th: Fireball Booster,Action,7.1,29,50
Tales Beyond the Galaxy,Action,5.5,146,76
Clownface 3,Action,10,34,104
The Mystery of Humanoid Puppet,Action,6.7,60,88
Raju Gari Ammayi Naidu Gari Abbayi,Action,8.5,3100,158
Dhaaak,Action,8.6,24,128
Blood Vendetta,Action,7.7,234,90
Dead Hand,Action,4.1,75,92
The Yoshi Movie,Action,7.7,12,105
Faster: Only one lap,Action,7.1,23,90
The Correct Way of Youth,Action,9.3,779,90
Pushpaka Vimanam,Action,5.6,16,137
Too Little Too Late,Action,5.5,8,66
Kreem,Action,6.8,128,115
Gull Lake Vice II: The Delusion Continues,Action,8.2,16,58
Dark World,Action,4.6,14,135
Emanet,Action,7.9,28,97
Zoloto Umalty,Action,5.0,101,109
Shri Swapankumarer Badami Hyenar Kobole,Action,5.6,323,146
Supplier Shankara,Action,9.3,70,163
Death Game,Action,5.2,14,87
The Journey of Flower,Action,3.9,25,97
Villain - Life of a Gangster,Action,8.9,156,141
Jurassic Exorcist,Action,3.9,20,76
Pithala Maathi,Action,7.8,848,140
Mr. Natwarlal,Action,7.6,778,130
Ohsama Sentai King-Ohger vs. Donbrothers,Action,6.8,36,26
Bhimaa,Action,5.1,1200,141
Cholay,Action,8.6,53,60
Agent 86,Action,6.7,6,87
Shadows of Betrayal: Chronicles of Ian Blair,Action,7.3,12,65
Mobile Suit Gundam: Silver Phantom,Action,6.1,13,90
Crypto Storm,Action,4.7,31,101
Hope & Glory,Action,6.6,142,44
Shockwaves 2,Action,2.8,146,79
Di Renjie: Tongtian xuan an,Action,7.2,15,85
Operation Wakaliga: Fate and Blood,Action,6.7,11,66
Played,Action,6.2,11,96
Useful Idiots,Action,7.8,13,92
Serra das Almas,Action,6.3,10,120
Common Creed: Trafficking,Action,6.7,8,106
Break War,Action,2.4,14,86
Warrior Awang and Master Tok Gajah,Action,4.6,473,118
"Bullets, Brothers and Blood",Action,7.8,13,85
Babu,Action,7.7,179,142
Nothing Unusual,Action,9.7,12,92
Inherited,Action,9.5,21,76
DNA,Action,5.2,209,156
Hocus Focus,Action,7.9,19,85
Rooban,Action,6.5,281,125
Pungut,Action,6.7,11,100
Dheera,Action,8.0,1300,123
Lorry Chapter-1,Action,5.7,2400,183
Inexternal,Action,3.3,19,83
Indrani: Epic-1 Dharam vs Karam,Action,7.6,1100,157
Oversteer,Action,4.7,17,86
Mirza: Part 1 - Joker,Action,6.8,236,165
Soodhu Kavvum 2: Naatum Naatu Makkalum,Action,3.7,196,129
Sathyam,Action,7.1,8,134
Opportunity,Action,9.1,89,96
Sith Wars: Episódio III - Fantasmas Dos Sith,Action,8.8,111,99
Xiao zi,Action,3.5,12,101
